Title,Year,Genre,Plot,Kind
Starting Over Again,2014,Drama,"Ten years ago, Ginny (Toni Gonzaga), an Architecture student, and Marco (Piolo Pascual), a History professor, began a one-of-a-kind and unpredictable love story. In the five years that they were together, they brought out the best in each other, which included Marco's unrealized dream of becoming a chef. Together, they worked towards their dream of opening up a restaurant, but when Ginny realized her own pursuits were different from his, she rejected his wedding proposal and left the country for a Masters degree in Architecture. At present, Ginny co-owns a one-stop Architecture and Interior Design firm specializing in Restoration. She receives an email from Marco, which was written and sent after their break-up, meant to be read four years later. It makes her feel even more regretful of leaving the love of her life. When their firm receives an offer to restore an old house into a restaurant, she is ecstatic to learn that Marco will be co-owning the restaurant. She takes this as a sign...Written byJepoy Castle",movie
"Pag oras mo, oras mo na",2000,"Action, Drama",,movie
Tong tatlong tatay kong pakitong kitong,1998,Comedy,"Orphan Jingle can't seem to find a home for herself. Hopeless with the situation, she is sent to Manila to live with three bachelors who are still awaiting their big break. When the trio accidentally pick up a bag of jewels that belong to a crime syndicate, Jingle's life is put in danger in exchange of the jewels.Written byledster",movie
Himala,1982,Drama,Elsa saw the blessed Virgin Mary who had changed her life and caused a hysteria in a poor isolated village.,movie
Cover Girl Models,1975,Thriller,"A fashion photography assignment teams three American models and inadvertently pitches them into the mystery and danger of international espionage, when an invaluable roll of microfilm secreted into one of the girls' fashion gowns, draws them into the violence and intrigue of a spy-vs-counterspy conspiracy.Written byElisar Cabrera <cabrera@easynet.co.uk>",movie
No Other Woman,2011,"Drama, Romance, Thriller","Furniture supplier Ram (Derek Ramsay) is happily married to Charmaine (Cristine Reyes). One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara (Anne Curtis), the daughter of the owner of the resort, to finalize the deal. Kara's help, however, comes with a price, because she fancies Ram to be her lover. Not before long, Kara successfully seduces Ram, even though she knows about his marriage. When Charmaine learns of the affair, she finds ways to fight for her husband's waning attention.Written byledster",movie
Finding Agnes,2020,Drama,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",movie
Wild and Free,2018,Drama,Ellie and Jake are in a passionate relationship but things might turn for the worse when Jake discovers Ellie's secret.,movie
Unexpectedly Yours,2017,"Comedy, Romance",Two former high school friends Patty and Cocoy find each other thirty years later not only as organizers of their high school reunion but also as neighbors. Patty and her daughter Yanni's quiet lives are shaken up when Cocoy and his nephew Jason comes knocking on their door.Written byanonymous,movie
Beauty and the Bestie,2015,"Action, Comedy, Drama","For an important case, a policeman needs the help of his former best friend to impersonate the daughter of a foreign dignitary in a beauty pageant.",movie
The Legal Wife,2014,"Drama, Family, Romance","Monica (Angel Locsin) grew up with a little manifestation of love from her father and two brothers. She will then realize her real worth when she meets Adrian (Jericho Rosales). However, Monica and Adrian's marriage is challenged as Adrian and Nicole's (Maja Salvador) paths continue to cross, igniting a fire that will drive Monica to fight for her right as the legal wife.Written byiWantv",tv series
Future Hunters,1988,"Action, Adventure, Sci-Fi","2025 A.D. A lone adventurer searches the post-nuclear wasteland for the most devastating, godless artifact in history. When he touches it, he is transported back in time to 1989 Los Angeles. Mortally wounded he requests a young couple to return the spear to its sheath and end its reign of evil.Written byJoe Conner",movie
Walang hanggan,2012,"Action, Crime, Drama","Cruz sisters Virginia (Susan Roces) and Margaret (Helen Gamboa) vie for the love of Joseph Montenegro (Eddie Garcia) in the fictional province of Olivarez. Virginia had to sacrifice everything to let Margaret live a better life with Joseph. Around two decades later, Margaret and Joseph's son Marco (Richard Gomez) develops feelings for Emily Cardenas (Dawn Zulueta), a daughter of a worker in their plantation. However, numerous circumstances and Margaret's haughtiness towards Emily prompts Marco to marry rich banker Jane Bonifacio (Rita Avila) much to Emily's detriment. It fuels the Virginia-Margaret rivalry more, especially when Marco migrates to the US after Emily shuns him when he tries to explain.Meanwhile, laborer William Alcantara (Joel Torre) settle in Olivarez with his children Katerina (Julia Montes) and Tomas (Joem Bascon). He adopts a streetboy named Daniel (Coco Martin) while working at the Cruz family business, where Virginia assumes a role as his adoptive grandmother. ...",tv series
The Rich Man's Daughter,2015,Drama,"Jade comes from a wealthy family dedicated to their traditions and she's ready to marry the handsome David. But everything changes in her life when she meets the attractive lesbian and wedding coordinator , Althea. A strong bond between the two women emerges, that will test Jade's commitment to her conservative family and their values.Written byMasterofQuest 1389",tv series
"Isang tanong, isang sagot",1997,"Comedy, Drama, Romance","Rizelle (Donna Cruz) is a young beautiful woman who decides to work as a house helper during summer to earn extra money and to act as a substitute to her mother who is ill. Together with a friend, she is assigned to work for Eric (Jason Everly), the bratty son of an American businessman who just hates to be in the Philippines. In spite of his arrogant ways, the pretty servant falls in love with her master. Surprised at the turn of events, he tried to hide his feelings by being unkind to the girl.",movie
The Escort,2016,Comedy,"Guy Carter is an award-winning graduate student of architecture. He's got a beautiful wife and a baby on the way. The problem? He doesn't have ""his ducks in a row,"" which only fuels his doubts about being a good father. Guy has been trying to find work in his field for a year with no luck. At wit's end, his wife Anne finds him a job as a 'driver' on Craigslist. Guy shows up for the interview thinking he'll be delivering pizzas, but quickly realizes it's a job driving prostitutes. With money too scarce to turn down, he goes for it- which is where he meets Nikki, the tough-as-nails, unapologetic sex worker, and her two hilarious and foul-mouthed cohorts, Jaxi and Fallon. As reluctant driver and protector Guy is thrust into a world of rockin' women and feeble men. Over the course of one wild and sordid night, and several 'come-to-Jesus' moments, Guy proves to Nikki, and himself, that he does have what it takes to be the responsible father his family deserves.Written byCinedigm",movie
